timestamp,MOER,MOER version,frequency
2020-04-01T00:00:00+00:00,666.446309678682,3.0,300
2020-04-01T00:05:00+00:00,666.446309678682,3.0,300
2020-04-01T00:10:00+00:00,666.446309678682,3.0,300
2020-04-01T00:15:00+00:00,666.446309678682,3.0,300
2020-04-01T00:20:00+00:00,890.655496819799,3.0,300
2020-04-01T00:25:00+00:00,890.711738233801,3.0,300
2020-04-01T00:30:00+00:00,888.707793494597,3.0,300
2020-04-01T00:35:00+00:00,890.077646036326,3.0,300
2020-04-01T00:40:00+00:00,908.477436824473,3.0,300
2020-04-01T00:45:00+00:00,972.326680969439,3.0,300
2020-04-01T00:50:00+00:00,960.768168940846,3.0,300
2020-04-01T00:55:00+00:00,972.326680969439,3.0,300
2020-04-01T01:00:00+00:00,918.003215777649,3.0,300
2020-04-01T01:05:00+00:00,919.918998344436,3.0,300
2020-04-01T01:10:00+00:00,920.693789399705,3.0,300
2020-04-01T01:15:00+00:00,917.93826326964,3.0,300
2020-04-01T01:20:00+00:00,918.135670660297,3.0,300
2020-04-01T01:25:00+00:00,918.135670660297,3.0,300
2020-04-01T01:30:00+00:00,918.238569010887,3.0,300
2020-04-01T01:35:00+00:00,969.175813593327,3.0,300
2020-04-01T01:40:00+00:00,978.567459532141,3.0,300
2020-04-01T01:45:00+00:00,978.604814055132,3.0,300
2020-04-01T01:50:00+00:00,978.604814055132,3.0,300
2020-04-01T01:55:00+00:00,978.85976553715,3.0,300
2020-04-01T02:00:00+00:00,992.967318573846,3.0,300
2020-04-01T02:05:00+00:00,992.407673611333,3.0,300
2020-04-01T02:10:00+00:00,992.406365157906,3.0,300
2020-04-01T02:15:00+00:00,992.108728124958,3.0,300
2020-04-01T02:20:00+00:00,992.144991005379,3.0,300
2020-04-01T02:25:00+00:00,992.144991005379,3.0,300
2020-04-01T02:30:00+00:00,994.45387823118,3.0,300
2020-04-01T02:35:00+00:00,994.173131380858,3.0,300
2020-04-01T02:40:00+00:00,994.173131380858,3.0,300
2020-04-01T02:45:00+00:00,994.173131380858,3.0,300
2020-04-01T02:50:00+00:00,995.20706850358,3.0,300
2020-04-01T02:55:00+00:00,995.20706850358,3.0,300
2020-04-01T03:00:00+00:00,1025.74423068592,3.0,300
2020-04-01T03:05:00+00:00,1018.93246836744,3.0,300
2020-04-01T03:10:00+00:00,1026.8112082191,3.0,300
2020-04-01T03:15:00+00:00,1037.06038393537,3.0,300
2020-04-01T03:20:00+00:00,1020.25264218638,3.0,300
2020-04-01T03:25:00+00:00,1036.9367965442,3.0,300
2020-04-01T03:30:00+00:00,1036.9367965442,3.0,300
2020-04-01T03:35:00+00:00,1036.9367965442,3.0,300
2020-04-01T03:40:00+00:00,1036.9367965442,3.0,300
2020-04-01T03:45:00+00:00,1036.47934678395,3.0,300
2020-04-01T03:50:00+00:00,1036.47934678395,3.0,300
2020-04-01T03:55:00+00:00,1036.47934678395,3.0,300
2020-04-01T04:00:00+00:00,1046.27058637939,3.0,300
2020-04-01T04:05:00+00:00,1030.75426501604,3.0,300
2020-04-01T04:10:00+00:00,1030.15627820156,3.0,300
2020-04-01T04:15:00+00:00,1045.69325221278,3.0,300
2020-04-01T04:20:00+00:00,1045.69325221278,3.0,300
2020-04-01T04:25:00+00:00,1047.0747735212,3.0,300
