timestamp,MOER,MOER version,frequency
2020-03-01T00:00:00+00:00,647.350320649035,3.0,300
2020-03-01T00:05:00+00:00,646.607828516087,3.0,300
2020-03-01T00:10:00+00:00,647.350320649035,3.0,300
2020-03-01T00:15:00+00:00,647.591089914346,3.0,300
2020-03-01T00:20:00+00:00,647.591089914346,3.0,300
2020-03-01T00:25:00+00:00,647.591089914346,3.0,300
2020-03-01T00:30:00+00:00,647.591089914346,3.0,300
2020-03-01T00:35:00+00:00,647.591089914346,3.0,300
2020-03-01T00:40:00+00:00,891.819498609536,3.0,300
2020-03-01T00:45:00+00:00,894.787090032248,3.0,300
2020-03-01T00:50:00+00:00,892.495795647158,3.0,300
2020-03-01T00:55:00+00:00,892.174140110974,3.0,300
2020-03-01T01:00:00+00:00,906.344252840909,3.0,300
2020-03-01T01:05:00+00:00,905.725394508633,3.0,300
2020-03-01T01:10:00+00:00,906.583644311859,3.0,300
2020-03-01T01:15:00+00:00,892.054621379039,3.0,300
2020-03-01T01:20:00+00:00,892.089805727101,3.0,300
2020-03-01T01:25:00+00:00,1002.33061752968,3.0,300
2020-03-01T01:30:00+00:00,1026.80965188803,3.0,300
2020-03-01T01:35:00+00:00,1076.5823060022,3.0,300
2020-03-01T01:40:00+00:00,1054.90238811739,3.0,300
2020-03-01T01:45:00+00:00,1076.68837694788,3.0,300
2020-03-01T01:50:00+00:00,1054.55863058313,3.0,300
2020-03-01T01:55:00+00:00,1076.96465553836,3.0,300
2020-03-01T02:00:00+00:00,820.53882445871,3.0,300
2020-03-01T02:05:00+00:00,820.53882445871,3.0,300
2020-03-01T02:10:00+00:00,820.53882445871,3.0,300
2020-03-01T02:15:00+00:00,820.53882445871,3.0,300
2020-03-01T02:20:00+00:00,819.940409091699,3.0,300
2020-03-01T02:25:00+00:00,819.940409091699,3.0,300
2020-03-01T02:30:00+00:00,819.940409091699,3.0,300
2020-03-01T02:35:00+00:00,820.53882445871,3.0,300
2020-03-01T02:40:00+00:00,820.53882445871,3.0,300
2020-03-01T02:45:00+00:00,819.940409091699,3.0,300
2020-03-01T02:50:00+00:00,819.940409091699,3.0,300
2020-03-01T02:55:00+00:00,819.940409091699,3.0,300
2020-03-01T03:00:00+00:00,813.212924025105,3.0,300
2020-03-01T03:05:00+00:00,813.212924025105,3.0,300
2020-03-01T03:10:00+00:00,813.212924025105,3.0,300
2020-03-01T03:15:00+00:00,813.212924025105,3.0,300
2020-03-01T03:20:00+00:00,813.212924025105,3.0,300
2020-03-01T03:25:00+00:00,813.212924025105,3.0,300
2020-03-01T03:30:00+00:00,813.212924025105,3.0,300
2020-03-01T03:35:00+00:00,811.732144816732,3.0,300
2020-03-01T03:40:00+00:00,813.212924025105,3.0,300
2020-03-01T03:45:00+00:00,811.732144816732,3.0,300
2020-03-01T03:50:00+00:00,813.212924025105,3.0,300
2020-03-01T03:55:00+00:00,813.212924025105,3.0,300
2020-03-01T04:00:00+00:00,812.731827423244,3.0,300
2020-03-01T04:05:00+00:00,812.731827423244,3.0,300
2020-03-01T04:10:00+00:00,812.731827423244,3.0,300
2020-03-01T04:15:00+00:00,812.731827423244,3.0,300
2020-03-01T04:20:00+00:00,812.731827423244,3.0,300
2020-03-01T04:25:00+00:00,812.731827423244,3.0,300
2020-03-01T04:30:00+00:00,812.731827423244,3.0,300
2020-03-01T04:35:00+00:00,812.731827423244,3.0,300
2020-03-01T04:40:00+00:00,812.731827423244,3.0,300
2020-03-01T04:45:00+00:00,812.731827423244,3.0,300
2020-03-01T04:50:00+00:00,812.731827423244,3.0,300
2020-03-01T04:55:00+00:00,812.731827423244,3.0,300
2020-03-01T05:00:00+00:00,1060.28958427866,3.0,300
2020-03-01T05:05:00+00:00,1061.24146216316,3.0,300
2020-03-01T05:10:00+00:00,1060.89349414676,3.0,300
2020-03-01T05:15:00+00:00,1059.9428340264,3.0,300
2020-03-01T05:20:00+00:00,1059.9428340264,3.0,300
2020-03-01T05:25:00+00:00,1060.13371747272,3.0,300
2020-03-01T05:30:00+00:00,984.648019640948,3.0,300
2020-03-01T05:35:00+00:00,983.873660730018,3.0,300
2020-03-01T05:40:00+00:00,983.873660730018,3.0,300
2020-03-01T05:45:00+00:00,979.278329352615,3.0,300
2020-03-01T05:50:00+00:00,979.278329352615,3.0,300
2020-03-01T05:55:00+00:00,979.278329352615,3.0,300
2020-03-01T06:00:00+00:00,1057.06893636062,3.0,300
2020-03-01T06:05:00+00:00,1031.70470247691,3.0,300
2020-03-01T06:10:00+00:00,1030.72723934581,3.0,300
2020-03-01T06:15:00+00:00,1028.43344673704,3.0,300
2020-03-01T06:20:00+00:00,1028.43344673704,3.0,300
2020-03-01T06:25:00+00:00,1029.44244290411,3.0,300
2020-03-01T06:30:00+00:00,1059.14577620654,3.0,300
2020-03-01T06:35:00+00:00,1064.35877691457,3.0,300
2020-03-01T06:40:00+00:00,1059.14577620654,3.0,300
2020-03-01T06:45:00+00:00,1064.68900435956,3.0,300
2020-03-01T06:50:00+00:00,1064.68900435956,3.0,300
2020-03-01T06:55:00+00:00,1064.68900435956,3.0,300
2020-03-01T07:00:00+00:00,1054.77473005527,3.0,300
2020-03-01T07:05:00+00:00,1054.70672956786,3.0,300
2020-03-01T07:10:00+00:00,1054.77473005527,3.0,300
2020-03-01T07:15:00+00:00,1054.34797302442,3.0,300
2020-03-01T07:20:00+00:00,1047.83996433749,3.0,300
2020-03-01T07:25:00+00:00,1047.83996433749,3.0,300
2020-03-01T07:30:00+00:00,1047.83996433749,3.0,300
2020-03-01T07:35:00+00:00,995.496681790764,3.0,300
2020-03-01T07:40:00+00:00,995.496681790764,3.0,300
2020-03-01T07:45:00+00:00,995.496681790764,3.0,300
2020-03-01T07:50:00+00:00,995.496681790764,3.0,300
2020-03-01T07:55:00+00:00,995.496681790764,3.0,300
2020-03-01T08:00:00+00:00,767.336322302551,3.0,300
2020-03-01T08:05:00+00:00,767.336322302551,3.0,300
2020-03-01T08:10:00+00:00,767.336322302551,3.0,300
2020-03-01T08:15:00+00:00,767.336322302551,3.0,300
